t,pwm
1.736 , 14452.29
1.738 , 14257.4
1.739 , 14453.18
1.741 , 14198.17
1.742 , 14333.68
1.744 , 14379.35
1.745 , 14334.96
1.747 , 14320.56
1.748 , 14276.03
1.75 , 14261.53
1.751 , 14367.46
1.753 , 14353.36
1.754 , 14339.26
1.756 , 14355.29
1.757 , 14341.29
1.759 , 14297.16
1.76 , 14283.06
1.762 , 14238.88
1.764 , 14164.46
1.765 , 14240.41
1.767 , 14226.31
1.768 , 14332.54
1.77 , 14379.05
1.771 , 14275.26
1.773 , 14261.46
1.774 , 14277.79
1.776 , 14264.08
1.777 , 14250.38
1.779 , 14146.34
1.78 , 14343.06
1.782 , 14149.17
1.783 , 14285.78
1.785 , 14242.3
1.786 , 14289.01
1.788 , 14245.58
1.789 , 14171.97
1.791 , 14128.28
1.792 , 14174.8
1.794 , 14281.63
1.795 , 14118.07
1.797 , 14104.47
1.798 , 14211.25
1.8 , 14047.58
1.801 , 14364.99
1.803 , 14141.67
1.804 , 14098.24
1.806 , 14145.05
1.807 , 14282.36
1.809 , 14089.06
1.81 , 14075.76
1.812 , 14182.89
1.813 , 14169.99
1.815 , 14187.17
1.817 , 14084.08
1.818 , 14131.19
1.82 , 14118.29
1.821 , 14075.31
1.822 , 14062.31
1.824 , 14079.34
1.826 , 14066.44
1.827 , 14023.46
1.828 , 14010.46
1.83 , 14147.97
1.831 , 13954.83
1.833 , 13941.73
1.835 , 14049.06
1.836 , 14096.57
1.838 , 14053.99
1.839 , 14191.89
1.841 , 13999.16
1.842 , 14136.97
1.844 , 13944.17
1.845 , 13931.37
1.847 , 14099.17
1.848 , 13876.29
